rid,sid,sentence,category,target,from,to,polarity
404464,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD#QUALITY,entree,4,10,negative
404464,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD#STYLE_OPTIONS,entree,4,10,negative
404464,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD#QUALITY,dessert,32,39,negative
404464,404464:3,I expected quite a bit more from such an expensive menu.,FOOD#PRICES,menu,51,55,negative
404464,404464:3,I expected quite a bit more from such an expensive menu.,FOOD#QUALITY,menu,51,55,negative
426805,426805:0,"The view is spectacular, and the food is great.",LOCATION#GENERAL,view,4,8,positive
426805,426805:0,"The view is spectacular, and the food is great.",FOOD#QUALITY,food,33,37,positive
426805,426805:1,Wonderful strawberry daiquiries as well!,DRINKS#QUALITY,strawberry daiquiries,10,31,positive
426805,426805:2,Definitely worth the trip to Battery Park City!,RESTAURANT#GENERAL,NULL,0,0,positive
426805,426805:3,One of my favorite places in Manhattan.,RESTAURANT#GENERAL,NULL,0,0,positive
426930,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,FOOD#QUALITY,Taiwanese food,10,24,positive
426930,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,FOOD#PRICES,Taiwanese food,10,24,positive
426930,426930:1,(Besides that there should be more restaurants like it around the city).,RESTAURANT#GENERAL,NULL,0,0,positive
426930,426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD#QUALITY,cold appetizer dishes,4,25,positive
430342,430342:0,delicious simple food in nice outdoor atmosphere.,FOOD#QUALITY,food,17,21,positive
430342,430342:0,delicious simple food in nice outdoor atmosphere.,FOOD#STYLE_OPTIONS,food,17,21,positive
430342,430342:0,delicious simple food in nice outdoor atmosphere.,AMBIENCE#GENERAL,outdoor atmosphere,30,48,positive
430342,430342:1,"Kind, attentive wait staff.",SERVICE#GENERAL,wait staff,16,26,positive
430342,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD#QUALITY,scallops,23,31,positive
430342,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD#QUALITY,mahi mahi (on saffron risotto,40,69,positive
430342,430342:3,My friend devoured her chicken and mashed potatos.,FOOD#QUALITY,chicken and mashed potatos,23,49,positive
430342,430342:4,Delicious crab cakes too.,FOOD#QUALITY,crab cakes,10,20,positive
430342,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",AMBIENCE#GENERAL,garden,39,45,positive
430342,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",FOOD#QUALITY,food,12,16,positive
430342,430342:6,Great neighborhood joint.,RESTAURANT#GENERAL,joint,19,24,positive
433878,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,FOOD#STYLE_OPTIONS,selection of thin crust pizza,37,66,positive
433878,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,FOOD#QUALITY,selection of thin crust pizza,37,66,positive
433878,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,RESTAURANT#GENERAL,pizza place,15,26,positive
433878,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,FOOD#QUALITY,Basil slice,81,92,positive
433878,433878:1,"Their calzones are horrific, bad, vomit-inducing, YUCK.",FOOD#QUALITY,calzones,6,14,negative
433878,433878:2,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,FOOD#QUALITY,NULL,0,0,negative
433878,433878:3,The counter service is bad.,SERVICE#GENERAL,counter service,4,19,negative
433878,433878:4,They charge different prices all the time.,SERVICE#GENERAL,NULL,0,0,negative
433878,433878:5,"They're rude at times, and not very friendly.",SERVICE#GENERAL,NULL,0,0,negative
433878,433878:6,NO PIZZA 33 for me!,RESTAURANT#GENERAL,PIZZA 33,3,11,negative
436868,436868:0,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",FOOD#QUALITY,NULL,0,0,negative
436868,436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",FOOD#STYLE_OPTIONS,dosas,4,9,negative
436868,436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",FOOD#QUALITY,dosas,4,9,negative
436868,436868:2,"The sandwiches are dry, tasteless and way overpriced.",FOOD#QUALITY,sandwiches,4,14,negative
436868,436868:2,"The sandwiches are dry, tasteless and way overpriced.",FOOD#PRICES,sandwiches,4,14,negative
436868,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",RESTAURANT#GENERAL,place,12,17,negative
436868,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",AMBIENCE#GENERAL,room,127,131,negative
436868,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",SERVICE#GENERAL,clerks,147,153,negative
444818,444818:0,"Seriously, this place kicks ass.",RESTAURANT#GENERAL,place,16,21,positive
444818,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",AMBIENCE#GENERAL,atmosphere,4,14,positive
444818,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",SERVICE#GENERAL,service,34,41,positive
444818,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",FOOD#QUALITY,food,61,65,positive
444818,444818:2,"Best Italian food I ever had (and being Italian, that means alot).",FOOD#QUALITY,Italian food,5,17,positive
444818,444818:3,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",RESTAURANT#GENERAL,NULL,0,0,positive
445960,445960:0,"This is such a lovely, peaceful place to eat outside.",AMBIENCE#GENERAL,place,32,37,positive
445960,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,LOCATION#GENERAL,restaurant,4,14,positive
445960,445960:2,"It is set far from the small street it's on, and there is no traffic noise.",LOCATION#GENERAL,NULL,0,0,positive
445960,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",FOOD#QUALITY,food,4,8,positive
445960,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",FOOD#QUALITY,basic dishes,40,52,positive
445960,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",DRINKS#QUALITY,drinks,62,68,positive
445960,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",LOCATION#GENERAL,place,16,21,positive
447697,447697:0,Great sushi experience.,FOOD#QUALITY,sushi,6,11,positive
447697,447697:1,Nice value.,RESTAURANT#PRICES,NULL,0,0,positive
447697,447697:2,Unique apppetizers.,FOOD#QUALITY,apppetizers,7,18,positive
447697,447697:3,Try sushimi cucumber roll.,FOOD#QUALITY,sushimi cucumber roll,4,25,positive
449802,449802:0,"Good spreads, great beverage selections and bagels really tasty.",FOOD#QUALITY,spreads,5,12,positive
449802,449802:0,"Good spreads, great beverage selections and bagels really tasty.",DRINKS#STYLE_OPTIONS,beverage selections,20,39,positive
449802,449802:0,"Good spreads, great beverage selections and bagels really tasty.",FOOD#QUALITY,bagels,44,50,positive
449802,449802:1,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,SERVICE#GENERAL,NULL,0,0,negative
449802,449802:3,Murray won't do it.,SERVICE#GENERAL,NULL,0,0,negative
449802,449802:4,Won't or Can't is not in the service directory.,SERVICE#GENERAL,NULL,0,0,negative
449802,449802:5,But who says Murray's is anything about service.,SERVICE#GENERAL,service,40,47,negative
449802,449802:6,"So close, but not good enough.",RESTAURANT#GENERAL,NULL,0,0,neutral
454704,454704:0,Don't be fooled by crowds of people.,RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
454704,454704:1,The service is awful.,SERVICE#GENERAL,service,4,11,negative
454704,454704:2,This place is not worth the prices.,RESTAURANT#GENERAL,place,5,10,negative
454704,454704:2,This place is not worth the prices.,RESTAURANT#PRICES,place,5,10,negative
454704,454704:3,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",SERVICE#GENERAL,NULL,0,0,negative
455623,455623:0,Love Pizza 33..,RESTAURANT#GENERAL,Pizza 33,5,13,positive
455623,455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,FOOD#QUALITY,Pizza,95,100,positive
455623,455623:3,It hits the spot every time,RESTAURANT#GENERAL,NULL,0,0,positive
461928,461928:0,This tiny Williamsburg spot is always pleasantly surprising.,RESTAURANT#GENERAL,Williamsburg spot,10,27,positive
461928,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,FOOD#QUALITY,pizza,4,9,positive
461928,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,SERVICE#GENERAL,proprietor,31,41,positive
461928,461928:3,I've been many time and have never been disappointed.,RESTAURANT#GENERAL,NULL,0,0,positive
464215,464215:1,They even scoop it out nice (for those on a diet) not too much not to little.,FOOD#STYLE_OPTIONS,NULL,0,0,positive
464215,464215:2,The cream cheeses are out of this world and I love that coffee!!,FOOD#QUALITY,cream cheeses,4,17,positive
464215,464215:2,The cream cheeses are out of this world and I love that coffee!!,DRINKS#QUALITY,coffee,56,62,positive
464215,464215:3,A little crowded but they move that line really fast!,SERVICE#GENERAL,NULL,0,0,positive
464215,464215:3,A little crowded but they move that line really fast!,RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
464215,464215:4,A little pricey but it really hits the spot on a Sunday morning!,RESTAURANT#PRICES,NULL,0,0,negative
464215,464215:4,A little pricey but it really hits the spot on a Sunday morning!,RESTAURANT#GENERAL,NULL,0,0,positive
464342,464342:0,"Bagels are ok, but be sure not to make any special requests!",FOOD#QUALITY,Bagels,0,6,neutral
464342,464342:0,"Bagels are ok, but be sure not to make any special requests!",SERVICE#GENERAL,NULL,0,0,negative
464342,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE#GENERAL,manager,50,57,negative
464342,464342:2,Be sure not to get anything other than bagels!..,FOOD#QUALITY,NULL,0,0,negative
464342,464342:2,Be sure not to get anything other than bagels!..,FOOD#QUALITY,bagels,39,45,positive
464342,464342:3,the turkey burgers are scary!,FOOD#QUALITY,turkey burgers,4,18,negative
470488,470488:0,The worst excuse for Japanese food I've ever encountered.,FOOD#QUALITY,Japanese food,21,34,negative
470488,470488:1,The soup for the udon was soy sauce and water.,FOOD#QUALITY,soup for the udon,4,21,negative
470488,470488:2,The sushi was awful!,FOOD#QUALITY,sushi,4,9,negative
470488,470488:3,The rice was poor quality and was cooked so badly it was hard.,FOOD#QUALITY,rice,4,8,negative
470488,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD#QUALITY,rice,17,21,negative
470488,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD#QUALITY,sushi,47,52,negative
470488,470488:5,"The fish was adequate, but inexpertly sliced.",FOOD#STYLE_OPTIONS,fish,4,8,negative
470488,470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,FOOD#QUALITY,Japanese cuisine,82,98,negative
475298,475298:0,"Good, fast service.",SERVICE#GENERAL,service,11,18,positive
475298,475298:1,I would highly recommend.,RESTAURANT#GENERAL,NULL,0,0,positive
475298,475298:2,Food is great and inexpensive.,FOOD#QUALITY,Food,0,4,positive
475298,475298:2,Food is great and inexpensive.,FOOD#PRICES,Food,0,4,positive
475298,475298:3,The location is perfect.,LOCATION#GENERAL,location,4,12,positive
475298,475298:4,Give it a try and enjoy.,RESTAURANT#GENERAL,NULL,0,0,positive
475512,475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE#GENERAL,place,11,16,negative
475512,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS#PRICES,bottle minimun,105,119,negative
475512,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,AMBIENCE#GENERAL,music,17,22,negative
475512,475512:4,Would NEVER go back there.,RESTAURANT#GENERAL,NULL,0,0,negative
476473,476473:0,Awsome Pizza especially the Margheritta slice.,FOOD#QUALITY,Pizza,7,12,positive
476473,476473:0,Awsome Pizza especially the Margheritta slice.,FOOD#QUALITY,Margheritta slice,28,45,positive
476473,476473:1,Always busy but fast moving.,SERVICE#GENERAL,NULL,0,0,positive
476473,476473:2,Great atmoshere and worth every bit.,AMBIENCE#GENERAL,atmoshere,6,15,positive
476473,476473:2,Great atmoshere and worth every bit.,RESTAURANT#GENERAL,NULL,0,0,positive
476473,476473:3,Open late (well as late as I ever got there and I'm a night person),RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
483111,483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE#GENERAL,staff,15,20,positive
483111,483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE#GENERAL,Winnie,0,6,positive
483111,483111:1,The food is reliable and the price is moderate.,FOOD#QUALITY,food,4,8,positive
483111,483111:1,The food is reliable and the price is moderate.,RESTAURANT#PRICES,NULL,0,0,neutral
483111,483111:2,What more can you ask for?,RESTAURANT#GENERAL,NULL,0,0,positive
485026,485026:0,"For authentic Thai food, look no further than Toons.",FOOD#QUALITY,Thai food,14,23,positive
485026,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD#QUALITY,Pad Thai,8,16,positive
485026,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD#QUALITY,appetizer menu,44,58,positive
485767,485767:0,Everything about this restaurant was special.,RESTAURANT#GENERAL,restaurant,22,32,positive
485767,485767:1,"The service was attentive, yet discreet.",SERVICE#GENERAL,service,4,11,positive
485767,485767:2,The flavors robust and subtle.,FOOD#QUALITY,NULL,0,0,positive
485767,485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD#QUALITY,brioche and lollies,4,23,positive
485767,485767:4,I'm saving up for my next visit.,RESTAURANT#GENERAL,NULL,0,0,positive
485966,485966:1,The place was quiet and delightful.,AMBIENCE#GENERAL,place,4,9,positive
485966,485966:2,Service was good and food is wonderful.,SERVICE#GENERAL,Service,0,7,positive
485966,485966:2,Service was good and food is wonderful.,FOOD#QUALITY,food,21,25,positive
485966,485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,FOOD#QUALITY,salmon,43,49,positive
485966,485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,FOOD#QUALITY,crab salad,54,64,positive
485966,485966:4,It is definitely a good spot for snacks and chat.,RESTAURANT#GENERAL,spot,24,28,positive
490565,490565:0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",RESTAURANT#GENERAL,Lucky Strike,85,97,positive
490565,490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE#GENERAL,wait staff,4,14,positive
490565,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY,food,4,8,positive
490565,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY,mussels in spicy tomato sauce,57,86,positive
490565,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD#QUALITY,fries,115,120,positive
490565,490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE#GENERAL,late night atmosphere,34,55,positive
490565,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#QUALITY,martini,32,39,positive
490565,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#STYLE_OPTIONS,martini,32,39,positive
490565,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#PRICES,martini,32,39,positive
490565,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS#QUALITY,Vanilla Shanty,106,120,positive
490565,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",AMBIENCE#GENERAL,setting,146,153,positive
490565,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",AMBIENCE#GENERAL,music,165,170,positive
490565,490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE#GENERAL,in-house lady DJ,4,20,positive
490565,490565:6,You can't go wrong with this place.,RESTAURANT#GENERAL,place,29,34,positive
493013,493013:0,Suan is a great place that I often take my friends (classmates) too.,RESTAURANT#GENERAL,Suan,0,4,positive
493013,493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",LOCATION#GENERAL,location,4,12,positive
493013,493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",RESTAURANT#PRICES,Suan,126,130,positive
493013,493013:2,I LOVE their Thai,FOOD#QUALITY,Thai,13,17,positive
493013,493013:3,noodles with shrimp and chicken and coconut juice is the MUST!,FOOD#QUALITY,noodles with shrimp and chicken and coconut juice,0,49,positive
493013,493013:5,I will go back to Suan soon!,RESTAURANT#GENERAL,Suan,18,22,positive
493013,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE#GENERAL,terrace,27,34,positive
493514,493514:0,I cannot imagine a friendlier staff working in a restaurant.,SERVICE#GENERAL,staff,30,35,positive
493514,493514:1,I cannot imagine better Indian food in all of the city.,FOOD#QUALITY,Indian food,24,35,positive
493514,493514:2,I cannot imagine you not rushing out to eat there.,RESTAURANT#GENERAL,NULL,0,0,positive
494850,494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",FOOD#QUALITY,chef,44,48,negative
494850,494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",SERVICE#GENERAL,staff,53,58,negative
494850,494850:2,I wish they would change back to what it was before.,RESTAURANT#GENERAL,NULL,0,0,negative
494850,494850:3,The food now is inconsistent.,FOOD#QUALITY,food,4,8,negative
496132,496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,RESTAURANT#MISCELLANEOUS,place,20,25,positive
496132,496132:1,The setting is casual and romantic.,AMBIENCE#GENERAL,setting,4,11,positive
496132,496132:2,Prices are very good.,RESTAURANT#PRICES,NULL,0,0,positive
496132,496132:3,The food is excellent! ,FOOD#QUALITY,food,4,8,positive
496132,496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",FOOD#QUALITY,balsamic vinegar over icecream,26,56,positive
498657,498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",FOOD#QUALITY,Go Go Hamburgers,15,31,negative
498657,498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD#QUALITY,NULL,0,0,negative
498657,498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD#STYLE_OPTIONS,NULL,0,0,negative
498657,498657:1,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,FOOD#PRICES,NULL,0,0,negative
498657,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD#PRICES,dim sum,16,23,negative
498657,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD#QUALITY,dim sum,16,23,positive
498657,498657:3,Steamed fresh so brought hot hot hot to your table.,FOOD#QUALITY,NULL,0,0,positive
498657,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",SERVICE#GENERAL,wait,4,8,negative
498657,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",AMBIENCE#GENERAL,atmosphere,106,116,negative
498657,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
498657,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY,turnip cake,21,32,negative
498657,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY,roast pork buns,34,49,negative
498657,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD#QUALITY,egg custards,54,66,negative
498657,498657:6,These are overpriced and you can get better just around the corner:,FOOD#PRICES,NULL,0,0,negative
498657,498657:6,These are overpriced and you can get better just around the corner:,FOOD#QUALITY,NULL,0,0,negative
503807,503807:1,I was pleasantly suprised.,RESTAURANT#GENERAL,NULL,0,0,positive
503807,503807:2,The food was exceptional.,FOOD#QUALITY,food,4,8,positive
503807,503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",FOOD#QUALITY,braised lamb shank in red wine,44,74,positive
503807,503807:5,The service was friendly and the atmosphere was casual.,SERVICE#GENERAL,service,4,11,positive
503807,503807:5,The service was friendly and the atmosphere was casual.,AMBIENCE#GENERAL,atmosphere,33,43,neutral
503807,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,FOOD#QUALITY,meal,111,115,positive
503807,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,AMBIENCE#GENERAL,restaurant,4,14,neutral
505535,505535:0,this little place has a cute interior decor and affordable city prices.,AMBIENCE#GENERAL,interior decor,29,43,positive
505535,505535:0,this little place has a cute interior decor and affordable city prices.,RESTAURANT#PRICES,place,12,17,positive
505535,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",FOOD#QUALITY,pad se ew chicken,4,21,positive
505535,505535:1,"the pad se ew chicken was delicious, however the pad thai was far too oily.",FOOD#QUALITY,pad thai,49,57,negative
507755,507755:0,"Have eaten at Ginger House several times, and it's always good.",RESTAURANT#GENERAL,Ginger House,14,26,positive
507755,507755:1,The fried dumplings are GREAT!,FOOD#QUALITY,fried dumplings,4,19,positive
507755,507755:2,Finally a reliable Chinese restaurant!,RESTAURANT#GENERAL,Chinese restaurant,19,37,positive
507844,507844:0,This place would be so much better served by being run by a group that actually understands customer service.,SERVICE#GENERAL,customer service,92,108,negative
507844,507844:1,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
507844,507844:2,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",SERVICE#GENERAL,NULL,0,0,negative
507844,507844:3,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",SERVICE#GENERAL,NULL,0,0,negative
507844,507844:4,"Terrible, terrible management - deserves to be shut-down.",SERVICE#GENERAL,management,19,29,negative
507844,507844:4,"Terrible, terrible management - deserves to be shut-down.",RESTAURANT#GENERAL,NULL,0,0,negative
507937,507937:0,Never fails to please.,RESTAURANT#GENERAL,NULL,0,0,positive
507937,507937:1,"delicious bagels, especially when right out of the oven.",FOOD#QUALITY,bagels,10,16,positive
507937,507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#QUALITY,Spreads,0,7,positive
507937,507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#QUALITY,toppings,12,20,positive
507937,507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#PRICES,Spreads,0,7,negative
507937,507937:2,Spreads and toppings are great - though a bit pricey.,FOOD#PRICES,toppings,12,20,negative
507937,507937:3,Service is fast and friendly.,SERVICE#GENERAL,Service,0,7,positive
507937,507937:4,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",SERVICE#GENERAL,NULL,0,0,negative
507937,507937:5,But that is highly forgivable.,SERVICE#GENERAL,NULL,0,0,positive
509227,509227:0,"Been there, done that, and New York, it's not that big a deal.",RESTAURANT#GENERAL,NULL,0,0,neutral
509227,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",FOOD#QUALITY,food,4,8,negative
509227,509227:1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",AMBIENCE#GENERAL,ambience,36,44,negative
509227,509227:2,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
509227,509227:3,"Rao is a good restaurant, but it's nothing special.",RESTAURANT#GENERAL,Rao,0,3,neutral
511290,511290:1,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",FOOD#QUALITY,indian cuisine,63,77,positive
511290,511290:2,You must try the shrimp appetizers.,FOOD#QUALITY,shrimp appetizers,17,34,positive
511290,511290:3,Even my Indian friend couldn't believe how good and tasty everything was.,FOOD#QUALITY,NULL,0,0,positive
511290,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,AMBIENCE#GENERAL,ambience,31,39,positive
511290,511290:4,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,SERVICE#GENERAL,staff,57,62,positive
512294,512294:0,"Great food, great prices, great service.",FOOD#QUALITY,food,6,10,positive
512294,512294:0,"Great food, great prices, great service.",RESTAURANT#PRICES,NULL,0,0,positive
512294,512294:0,"Great food, great prices, great service.",SERVICE#GENERAL,service,32,39,positive
512294,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",FOOD#QUALITY,eats,45,49,positive
512294,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",FOOD#PRICES,eats,45,49,positive
512925,512925:0,it's a perfect place to have a amanzing indian food.,FOOD#QUALITY,indian food,40,51,positive
512925,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,FOOD#STYLE_OPTIONS,cheff,59,64,positive
512925,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",AMBIENCE#GENERAL,place,66,71,positive
512925,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",SERVICE#GENERAL,service,77,84,positive
513395,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",FOOD#QUALITY,bagels,6,12,negative
513521,513521:0,Great bagels made the old-fashioned way.,FOOD#QUALITY,bagels,6,12,positive
513521,513521:0,Great bagels made the old-fashioned way.,FOOD#STYLE_OPTIONS,bagels,6,12,positive
513521,513521:2,Drawbacks: service is slow and they don't toast!,SERVICE#GENERAL,service,11,18,negative
519425,519425:0,The food was absolutely amazing!!,FOOD#QUALITY,food,4,8,positive
519425,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!! ,FOOD#QUALITY,baked clams octopus,4,23,positive
519425,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",FOOD#QUALITY,lamb,4,8,positive
519425,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",FOOD#QUALITY,dessert,43,50,positive
519425,519425:3,The waiter was attentive.,SERVICE#GENERAL,waiter,4,10,positive
519425,519425:4,The place itself is beautiful the bar scene seems to be happening.,AMBIENCE#GENERAL,place,4,9,positive
519425,519425:4,The place itself is beautiful the bar scene seems to be happening.,AMBIENCE#GENERAL,bar scene,34,43,positive
